request_id,hospital_id,blood_type,units_requested,units_fulfilled,date,urgency_level,fulfillment_rate
6282,18,O+,10,9,2022-03-03,Routine,0.883
6283,65,A+,10,7,2023-03-01,Emergency,0.735
6284,35,O+,8,8,2024-04-20,Routine,0.946
6285,24,O+,8,8,2022-09-19,Routine,0.969
6286,24,O+,9,6,2023-01-18,Routine,0.711
6287,70,O+,7,5,2022-09-01,Routine,0.659
6288,39,O+,3,2,2024-02-13,Routine,0.827
6289,65,A-,5,2,2023-04-29,Urgent,0.326
6290,18,A+,10,6,2023-12-26,Routine,0.621
6291,31,A+,7,6,2022-06-09,Routine,0.883
6292,18,O+,4,4,2024-06-18,Routine,0.894
6293,25,AB+,6,6,2024-05-13,Routine,0.964
6294,10,B+,10,8,2023-08-23,Routine,0.817
6295,74,B+,5,5,2022-07-29,Urgent,0.951
6296,58,O+,5,4,2024-03-28,Routine,0.739
6297,47,O+,3,3,2022-05-20,Routine,0.896
6298,38,O+,5,4,2022-02-23,Routine,0.884
6299,10,O+,9,8,2024-02-02,Routine,0.912
6300,51,O+,1,1,2022-08-09,Urgent,0.884
6301,32,AB+,9,6,2024-09-24,Emergency,0.637
6302,9,O+,2,2,2024-04-19,Urgent,0.791
6303,30,O+,7,6,2023-04-29,Urgent,0.876
6304,34,B+,7,4,2023-04-02,Urgent,0.619
6305,41,O+,1,1,2022-10-03,Routine,0.754
6306,12,O-,1,0,2024-08-23,Routine,0.399
6307,20,A+,8,6,2023-04-29,Routine,0.787
6308,32,AB+,2,1,2022-06-03,Urgent,0.613
6309,16,B+,3,3,2024-10-23,Routine,0.906
6310,57,O+,7,7,2024-01-04,Urgent,0.971
6311,57,B+,6,4,2024-08-02,Urgent,0.692
6312,51,O+,9,8,2023-07-13,Routine,0.886
6313,69,O+,8,6,2024-04-17,Urgent,0.712
6314,11,B+,8,7,2022-10-22,Routine,0.907
6315,31,A+,9,7,2023-04-09,Urgent,0.759
6316,46,O+,6,4,2022-05-11,Urgent,0.616
6317,50,A+,1,1,2022-10-28,Urgent,0.986
6318,59,O+,3,2,2022-04-26,Urgent,0.658
6319,25,O+,7,6,2023-10-24,Urgent,0.882
6320,77,A+,2,1,2024-11-15,Routine,0.66
6321,46,A+,6,5,2024-02-08,Urgent,0.784
6322,9,O+,3,2,2023-04-19,Routine,0.649
6323,35,O+,5,4,2022-12-09,Emergency,0.852
6324,39,A+,5,5,2022-09-29,Urgent,0.958
6325,29,O+,2,1,2023-04-27,Urgent,0.709
6326,10,A+,7,6,2022-09-24,Emergency,0.824
6327,10,A+,10,9,2024-03-15,Urgent,0.909
6328,1,O+,9,5,2023-02-01,Routine,0.601
6329,52,O+,10,7,2022-04-04,Routine,0.658
6330,29,B+,8,7,2023-04-10,Urgent,0.929
6331,7,O+,5,3,2022-06-07,Routine,0.653
6332,37,A+,9,6,2024-04-06,Urgent,0.645
6333,12,A+,7,5,2024-09-23,Urgent,0.717
6334,42,A+,10,6,2022-07-26,Emergency,0.609
6335,43,A+,9,6,2022-08-05,Emergency,0.69
6336,14,O+,3,2,2022-03-15,Urgent,0.666
6337,66,B+,6,5,2024-09-27,Urgent,0.883
6338,68,A+,4,4,2022-01-14,Routine,0.942
6339,46,O+,7,6,2022-11-10,Routine,0.867
6340,80,O+,10,9,2024-08-22,Urgent,0.93
6341,75,O+,9,6,2024-06-18,Routine,0.698
6342,71,O+,10,8,2024-10-14,Urgent,0.773
6343,63,B+,1,1,2024-12-22,Routine,0.809
6344,3,A+,10,7,2024-12-18,Routine,0.68
6345,52,O+,5,5,2023-02-27,Urgent,0.98
6346,60,O+,6,4,2022-10-25,Urgent,0.749
6347,75,O+,7,6,2023-02-20,Routine,0.809
6348,35,A+,4,3,2023-03-09,Urgent,0.725
6349,26,O-,6,3,2023-05-22,Emergency,0.536
6350,20,B+,5,5,2023-03-08,Urgent,0.932
6351,28,O+,6,4,2023-07-16,Routine,0.736
6352,17,B+,1,1,2023-09-17,Urgent,0.756
6353,44,A+,1,1,2024-10-30,Routine,0.636
6354,17,A-,1,0,2024-07-12,Routine,0.227
6355,24,A+,6,6,2023-07-23,Urgent,0.944
6356,1,B+,5,5,2024-09-24,Urgent,0.979
6357,14,B+,8,6,2022-11-18,Emergency,0.784
6358,43,O+,4,4,2022-06-06,Routine,0.931
6359,52,A+,7,5,2022-10-16,Routine,0.713
6360,35,O+,3,2,2023-07-29,Routine,0.793
6361,78,O+,6,6,2022-08-28,Routine,0.992
6362,9,O+,7,4,2022-06-29,Emergency,0.551
6363,54,O+,7,4,2024-07-28,Urgent,0.612
6364,26,A+,3,2,2024-03-08,Urgent,0.626
6365,49,A+,4,2,2022-01-08,Urgent,0.613
6366,53,O+,5,5,2024-04-21,Urgent,0.925
6367,65,A+,7,6,2022-11-26,Routine,0.867
6368,45,O+,10,8,2024-07-19,Urgent,0.823
6369,73,A+,7,6,2024-05-14,Urgent,0.829
6370,24,O+,6,4,2022-10-20,Routine,0.675
6371,65,B+,5,4,2024-01-04,Urgent,0.843
6372,16,O-,3,1,2022-05-29,Routine,0.203
6373,2,AB+,6,6,2022-12-20,Routine,0.917
6374,34,A+,7,4,2022-03-27,Routine,0.643
6375,14,O+,7,6,2023-02-05,Urgent,0.918
6376,76,B+,3,3,2024-07-22,Routine,0.866
6377,20,O+,9,7,2024-09-22,Routine,0.734
6378,23,A+,7,7,2023-08-14,Routine,0.981
6379,16,O+,6,4,2023-10-30,Urgent,0.692
6380,42,O+,9,8,2023-09-14,Routine,0.864
6381,12,O+,10,7,2022-09-23,Routine,0.749
6382,78,O+,7,6,2023-04-26,Routine,0.894
6383,33,O+,10,7,2023-11-09,Urgent,0.675
6384,10,AB+,9,8,2022-10-12,Urgent,0.877
6385,10,A+,10,9,2022-01-24,Routine,0.863
6386,44,A+,6,4,2022-06-03,Routine,0.615
6387,65,B+,2,2,2022-10-12,Urgent,0.857
6388,36,A+,8,7,2022-12-03,Routine,0.904
6389,44,O+,1,1,2022-08-25,Emergency,0.999
6390,48,A+,6,4,2023-04-25,Routine,0.621
6391,5,O+,1,1,2022-07-26,Routine,0.878
6392,18,O+,6,6,2023-08-31,Emergency,0.961
6393,47,O+,5,4,2022-06-16,Routine,0.887
6394,12,O+,9,6,2023-03-22,Emergency,0.683
6395,50,A+,7,7,2024-04-01,Urgent,0.979
6396,5,B+,7,7,2024-01-10,Routine,0.99
6397,30,A+,7,6,2022-07-29,Urgent,0.843
6398,36,A+,7,5,2024-05-18,Urgent,0.709
6399,11,B+,5,4,2024-10-12,Urgent,0.846
6400,37,A+,7,6,2022-06-08,Routine,0.788
6401,20,B+,4,4,2023-07-23,Routine,0.977
6402,16,A+,8,6,2022-07-07,Urgent,0.713
6403,69,O-,9,4,2023-01-09,Routine,0.444
6404,70,O+,3,2,2022-06-30,Emergency,0.521
6405,69,O+,6,5,2022-12-18,Urgent,0.832
6406,63,O+,2,2,2023-08-31,Urgent,0.792
6407,18,AB+,4,2,2022-03-20,Urgent,0.602
6408,44,O+,3,3,2022-08-25,Routine,0.968
6409,11,O+,7,6,2024-12-23,Emergency,0.924
6410,70,A+,3,2,2022-09-15,Emergency,0.541
6411,47,A+,2,2,2022-10-12,Routine,0.869
6412,55,A+,2,2,2022-11-24,Routine,0.861
6413,10,A-,6,3,2023-08-15,Emergency,0.471
6414,24,B+,5,4,2023-05-31,Routine,0.825
6415,23,B+,9,7,2024-05-06,Urgent,0.811
6416,29,A+,9,6,2024-09-23,Urgent,0.62
6417,12,O+,10,9,2023-07-09,Urgent,0.887
6418,12,O+,5,5,2022-12-22,Emergency,0.919
6419,71,A+,4,3,2022-06-30,Urgent,0.843
6420,5,A+,10,7,2023-02-10,Emergency,0.678
6421,68,O+,1,1,2024-05-28,Urgent,0.939
6422,52,B+,5,4,2023-10-12,Emergency,0.729
6423,19,B+,3,2,2024-08-20,Urgent,0.732
6424,69,A+,10,6,2024-02-11,Routine,0.631
6425,70,A+,7,7,2023-07-02,Routine,0.97
6426,48,AB+,3,2,2022-04-13,Routine,0.793
6427,41,A+,5,5,2024-08-19,Urgent,0.912
6428,57,O+,8,7,2024-08-01,Urgent,0.898
6429,12,AB+,8,8,2024-07-25,Routine,0.947
6430,75,AB+,3,3,2022-09-02,Routine,0.994
6431,1,O+,1,1,2022-11-01,Urgent,0.625
6432,32,A+,9,7,2023-03-02,Routine,0.782
6433,64,O+,1,1,2024-11-10,Routine,0.956
6434,70,A+,7,6,2023-06-19,Urgent,0.856
6435,66,A+,8,6,2022-08-20,Routine,0.757
6436,52,A+,10,7,2023-02-07,Routine,0.687
6437,33,A+,4,4,2022-06-01,Routine,0.902
6438,51,O+,7,5,2024-01-10,Urgent,0.761
6439,6,B+,5,3,2022-11-15,Routine,0.64
6440,4,B+,1,1,2023-01-12,Urgent,0.909
6441,65,AB+,6,5,2024-04-01,Urgent,0.812
6442,37,B+,1,1,2023-08-24,Routine,0.893
6443,21,B+,10,9,2024-05-11,Urgent,0.926
6444,61,A+,8,6,2024-02-18,Routine,0.753
6445,48,O+,6,4,2022-11-18,Routine,0.746
6446,39,B+,8,6,2022-10-30,Urgent,0.765
6447,70,A+,9,8,2024-02-05,Routine,0.866
6448,18,A+,2,1,2023-07-13,Routine,0.661
6449,39,A+,6,4,2023-04-19,Urgent,0.712
6450,70,A+,4,3,2023-12-18,Routine,0.796
6451,57,O+,4,3,2022-01-04,Urgent,0.708
6452,9,B-,1,0,2022-02-02,Routine,0.474
6453,10,O+,4,3,2022-09-11,Routine,0.746
6454,71,O+,9,8,2022-02-14,Urgent,0.923
6455,32,A+,8,6,2024-06-10,Urgent,0.791
6456,11,O+,7,5,2024-03-06,Urgent,0.659
6457,75,A+,1,1,2022-12-17,Routine,0.669
6458,60,A+,3,2,2023-06-08,Routine,0.755
6459,22,O+,8,6,2022-02-12,Routine,0.742
6460,38,O+,1,1,2023-03-06,Emergency,0.784
6461,49,AB+,5,4,2024-10-14,Urgent,0.752
6462,34,O+,9,8,2023-06-11,Routine,0.861
6463,71,B+,1,1,2023-03-12,Urgent,0.716
6464,18,A+,8,7,2022-04-03,Routine,0.932
6465,27,B+,5,4,2022-11-17,Routine,0.791
6466,3,A+,7,4,2024-12-03,Routine,0.628
6467,6,B+,1,1,2023-10-15,Routine,0.785
6468,19,O+,5,5,2024-12-15,Routine,0.906
6469,9,O+,3,3,2024-05-12,Urgent,0.86
6470,2,B+,3,3,2023-09-24,Urgent,0.953
6471,11,O+,3,3,2023-03-31,Routine,0.868
6472,69,A+,7,6,2024-08-16,Urgent,0.885
6473,5,AB+,4,3,2023-12-02,Urgent,0.851
6474,8,O+,3,2,2023-05-19,Emergency,0.798
6475,56,AB-,8,3,2022-12-12,Urgent,0.329
6476,31,A+,8,5,2024-06-11,Routine,0.677
6477,15,O+,3,2,2024-12-04,Routine,0.827
6478,59,O+,2,1,2023-09-03,Urgent,0.603
6479,35,O+,1,1,2023-01-15,Urgent,0.621
6480,19,O+,9,7,2022-02-13,Routine,0.805
6481,71,O+,3,3,2022-09-22,Routine,0.962
6482,17,O-,7,3,2022-07-01,Urgent,0.468
6483,71,B+,5,4,2022-04-29,Routine,0.894
6484,43,B+,2,2,2024-01-24,Urgent,0.774
6485,61,O+,10,8,2023-08-10,Routine,0.834
6486,10,B+,5,4,2022-10-27,Routine,0.8
6487,63,B+,7,6,2024-07-15,Routine,0.874
6488,74,B+,3,3,2022-07-22,Urgent,0.915
6489,57,A+,1,1,2022-01-08,Routine,0.76
6490,20,A+,8,5,2024-12-14,Routine,0.615
6491,19,AB+,6,4,2023-11-22,Routine,0.627
6492,70,O+,2,2,2023-01-07,Urgent,0.93
6493,14,A+,8,8,2024-09-17,Routine,0.966
6494,20,B+,5,4,2022-03-02,Routine,0.708
6495,42,B+,8,6,2024-04-26,Routine,0.688
6496,66,O+,2,1,2024-01-08,Emergency,0.624
6497,77,O+,4,4,2022-05-13,Urgent,0.906
6498,11,B+,7,6,2024-05-30,Emergency,0.842
6499,35,O+,5,4,2024-07-10,Urgent,0.885
6500,46,O+,5,5,2024-05-07,Urgent,0.923
6501,59,A+,9,6,2024-08-27,Routine,0.671
6502,19,B+,4,3,2022-02-17,Routine,0.692
6503,35,O+,3,3,2024-11-25,Urgent,0.914
6504,51,O+,5,5,2022-10-15,Routine,0.978
6505,17,O+,5,4,2023-06-08,Urgent,0.76
6506,20,O+,3,3,2022-09-30,Routine,0.985
6507,66,O-,5,2,2022-07-20,Routine,0.319
6508,74,A+,3,3,2022-11-06,Routine,0.841
6509,18,A+,4,3,2023-06-09,Urgent,0.757
6510,40,B+,7,5,2023-12-14,Routine,0.715
6511,40,AB+,10,8,2024-07-19,Urgent,0.834
6512,5,O+,9,8,2023-04-28,Routine,0.939
6513,5,A+,10,9,2024-05-20,Routine,0.881
6514,50,B+,3,3,2022-09-02,Emergency,0.936
6515,49,O+,6,4,2023-04-05,Urgent,0.63
6516,19,O+,1,1,2022-09-23,Routine,0.716
6517,4,O+,4,3,2024-07-26,Routine,0.656
6518,54,O+,4,3,2024-09-03,Urgent,0.729
6519,32,B+,5,3,2022-01-15,Urgent,0.682
6520,66,AB+,1,1,2024-03-19,Routine,0.633
6521,78,A+,1,1,2024-03-12,Routine,0.862
6522,57,A+,3,2,2022-10-29,Emergency,0.541
6523,55,B+,6,4,2023-09-15,Urgent,0.727
6524,33,O+,6,5,2022-02-27,Routine,0.779
6525,69,A+,2,2,2022-11-12,Routine,0.916
6526,9,B-,4,2,2023-04-28,Routine,0.559
6527,1,AB+,4,4,2022-02-24,Routine,0.998
6528,48,O+,2,1,2022-08-15,Urgent,0.604
6529,61,O+,8,6,2024-12-17,Routine,0.699
6530,57,O+,5,3,2023-12-02,Emergency,0.596
6531,76,B+,7,7,2022-06-09,Routine,0.947
6532,20,O+,9,5,2022-07-19,Urgent,0.608
6533,67,A+,8,7,2023-01-16,Routine,0.841
6534,6,B+,4,3,2022-08-24,Urgent,0.7
6535,49,A+,3,3,2023-06-16,Routine,0.976
6536,63,O+,5,4,2023-04-03,Routine,0.743
6537,77,A+,3,3,2023-04-14,Urgent,0.99
6538,39,O+,5,3,2022-10-22,Urgent,0.623
6539,48,O+,8,7,2022-04-06,Urgent,0.818
6540,54,O+,3,2,2022-09-25,Urgent,0.641
6541,75,O+,2,2,2024-02-27,Routine,0.971
6542,29,B+,8,8,2023-06-22,Urgent,0.979
6543,43,O+,8,5,2023-03-05,Routine,0.643
6544,11,B+,8,6,2023-07-17,Routine,0.753
6545,3,A+,4,3,2023-04-25,Urgent,0.657
6546,68,A+,3,2,2022-09-10,Urgent,0.675
6547,79,O+,5,4,2024-05-19,Urgent,0.8
6548,25,AB+,9,5,2023-10-22,Urgent,0.608
6549,57,A+,6,4,2024-04-12,Urgent,0.744
6550,71,O+,5,4,2022-02-16,Urgent,0.78
6551,37,O+,3,2,2023-09-21,Routine,0.795
6552,9,A+,3,3,2023-03-05,Routine,0.94
6553,39,O+,8,7,2023-03-25,Urgent,0.854
6554,5,A+,2,2,2024-09-30,Routine,0.996
6555,26,O+,2,1,2023-09-09,Emergency,0.714
6556,13,O+,1,1,2023-04-09,Routine,0.961
6557,23,A+,1,1,2023-07-18,Routine,0.671
6558,38,O+,7,5,2023-02-17,Routine,0.773
6559,80,O+,9,9,2024-01-26,Emergency,0.961
6560,26,A+,4,3,2022-06-06,Routine,0.814
6561,39,O+,3,2,2023-12-29,Urgent,0.625
6562,28,O+,9,7,2024-01-16,Routine,0.757
6563,38,B+,3,3,2024-05-08,Routine,0.909
6564,22,B+,4,3,2022-10-18,Routine,0.772
6565,39,O+,6,4,2023-02-16,Urgent,0.72
6566,68,A+,8,7,2024-12-03,Urgent,0.874
6567,47,A+,4,4,2024-08-08,Routine,0.907
6568,78,O+,5,4,2024-01-04,Routine,0.79
6569,5,A+,2,1,2022-02-23,Routine,0.617
6570,22,A+,8,6,2022-08-30,Urgent,0.801
6571,47,A+,9,5,2023-12-15,Emergency,0.61
6572,63,O+,9,6,2023-12-17,Urgent,0.656
6573,38,B+,3,3,2022-03-08,Routine,0.952
6574,36,A+,5,5,2024-09-13,Routine,0.936
6575,10,O+,4,3,2022-07-23,Emergency,0.749
6576,60,A+,7,4,2022-04-28,Routine,0.642
6577,66,A+,10,8,2024-09-02,Routine,0.823
6578,13,O+,10,8,2024-10-23,Routine,0.814
6579,61,B+,5,4,2024-11-05,Urgent,0.899
6580,8,A-,7,2,2024-02-29,Routine,0.247
6581,59,O+,6,5,2023-08-14,Routine,0.851
6582,77,O+,5,4,2022-05-31,Routine,0.705
6583,55,O+,3,2,2024-08-24,Emergency,0.561
6584,38,B+,4,3,2022-11-21,Routine,0.723
6585,80,A+,6,5,2024-02-25,Emergency,0.805
6586,4,A+,7,6,2023-07-31,Emergency,0.806
6587,51,A+,2,1,2022-06-27,Routine,0.703
6588,17,O+,7,5,2022-05-04,Routine,0.655
6589,14,AB+,10,10,2023-01-08,Urgent,0.998
6590,27,A-,5,2,2024-07-16,Routine,0.343
6591,14,B+,6,5,2024-09-21,Urgent,0.815
6592,54,O+,4,4,2022-01-09,Routine,0.981
6593,79,B+,3,3,2022-03-05,Routine,0.921
6594,40,B+,3,2,2022-07-08,Urgent,0.823
6595,69,A+,9,6,2022-08-26,Urgent,0.679
6596,6,O+,10,6,2022-05-11,Emergency,0.571
6597,55,A+,10,10,2024-07-04,Routine,0.964
6598,29,A+,3,3,2023-11-18,Routine,0.944
6599,62,O-,7,4,2022-03-10,Routine,0.549
6600,64,O+,10,9,2022-04-01,Routine,0.882
6601,33,O+,10,6,2024-06-14,Urgent,0.647
6602,37,B+,3,2,2023-10-22,Routine,0.645
6603,25,A+,8,8,2024-03-20,Urgent,0.963
6604,38,O+,4,4,2024-10-15,Routine,0.968
6605,28,A+,1,1,2022-06-05,Urgent,0.691
6606,55,B+,1,1,2024-04-01,Routine,0.867
6607,55,A-,6,1,2024-08-17,Routine,0.207
6608,74,AB+,2,2,2024-05-04,Urgent,0.883
6609,45,A+,7,5,2023-01-13,Urgent,0.707
6610,9,B+,7,5,2022-08-09,Routine,0.693
6611,73,A+,8,7,2023-08-21,Routine,0.85
6612,61,B+,10,9,2024-03-05,Urgent,0.895
6613,12,O+,6,4,2023-04-21,Routine,0.659
6614,57,A+,3,2,2023-01-16,Routine,0.663
6615,39,O+,10,10,2022-11-01,Urgent,0.994
6616,35,O+,10,10,2024-12-13,Urgent,0.971
6617,41,O+,3,2,2023-05-01,Routine,0.691
6618,67,O+,9,6,2023-10-05,Urgent,0.655
6619,36,A+,5,4,2023-08-03,Urgent,0.888
6620,35,O+,2,2,2024-12-02,Routine,0.786
6621,55,A+,2,2,2022-05-27,Urgent,0.847
6622,28,B+,7,4,2024-04-07,Routine,0.632
6623,16,A+,1,1,2024-01-21,Emergency,0.623
6624,72,O+,5,4,2022-05-21,Routine,0.727
6625,45,A+,5,5,2022-08-08,Urgent,0.938
6626,34,A+,10,8,2024-10-22,Emergency,0.77
6627,5,O+,1,1,2024-10-06,Urgent,0.791
6628,8,O+,10,6,2023-02-15,Emergency,0.571
6629,74,O+,5,3,2024-08-23,Routine,0.607
6630,7,O+,1,1,2023-01-04,Urgent,0.735
6631,52,O-,7,4,2023-03-12,Urgent,0.569
6632,27,A-,4,2,2023-03-31,Routine,0.453
6633,25,AB+,5,3,2023-12-27,Emergency,0.68
6634,75,B+,6,4,2024-07-20,Routine,0.741
6635,31,B+,5,4,2024-02-08,Urgent,0.805
6636,53,A+,4,4,2024-10-11,Emergency,0.971
6637,20,A+,9,7,2022-09-20,Urgent,0.73
6638,2,O+,8,6,2023-07-11,Routine,0.715
6639,29,O+,5,3,2022-04-21,Emergency,0.651
6640,64,O+,8,6,2023-03-31,Routine,0.79
6641,61,B+,7,6,2022-01-08,Routine,0.822
6642,63,O+,10,9,2024-12-08,Urgent,0.903
6643,72,A+,6,6,2022-01-06,Routine,0.938
6644,14,O+,7,4,2023-07-31,Routine,0.627
6645,75,A+,5,5,2023-05-17,Routine,0.968
6646,70,O+,10,7,2023-05-24,Emergency,0.704
6647,35,O+,3,3,2024-05-12,Routine,0.968
6648,58,B+,7,6,2023-09-18,Emergency,0.901
6649,59,A+,8,7,2022-02-28,Urgent,0.907
6650,8,O+,1,1,2022-11-05,Routine,0.824
6651,54,O+,3,2,2024-06-06,Routine,0.779
6652,61,A+,6,4,2022-08-29,Routine,0.743
6653,18,O+,10,7,2023-06-17,Emergency,0.724
6654,34,A+,1,1,2022-08-30,Emergency,0.584
6655,37,B+,4,4,2023-03-31,Urgent,0.876
6656,57,O+,8,7,2023-07-15,Urgent,0.9
6657,13,AB+,4,4,2022-08-05,Urgent,0.965
6658,42,O+,1,1,2023-06-03,Routine,0.926
6659,5,O-,5,2,2023-03-10,Urgent,0.365
6660,15,A+,3,3,2024-12-31,Urgent,0.989
6661,73,AB+,3,3,2024-07-26,Routine,0.955
6662,41,O+,6,3,2023-06-10,Emergency,0.51
6663,79,AB+,6,3,2022-10-26,Emergency,0.581
6664,23,A+,10,6,2023-07-20,Routine,0.615
6665,16,O+,8,8,2024-06-05,Routine,0.989
6666,70,O+,1,1,2023-02-26,Urgent,0.991
6667,25,A+,9,6,2023-11-13,Routine,0.662
6668,66,A+,3,2,2022-03-09,Routine,0.604
6669,73,B+,3,3,2023-04-06,Urgent,0.946
6670,13,B+,8,5,2024-06-04,Urgent,0.671
6671,49,O+,2,2,2023-03-20,Routine,0.991
6672,37,O+,5,3,2022-08-24,Routine,0.618
6673,59,O+,10,7,2022-01-03,Routine,0.711
6674,80,AB+,7,7,2022-05-03,Urgent,0.942
6675,79,O+,10,7,2024-05-28,Urgent,0.734
6676,65,A+,9,8,2023-06-17,Routine,0.844
6677,11,AB+,6,5,2023-04-25,Routine,0.899
6678,47,O+,7,7,2023-06-28,Routine,0.996
6679,39,O+,10,7,2022-01-30,Urgent,0.716
6680,49,O+,2,1,2022-04-02,Routine,0.64
6681,41,A+,4,3,2023-11-06,Urgent,0.811
6682,66,O+,1,1,2024-01-27,Routine,0.844
6683,10,B+,2,2,2024-11-06,Urgent,0.884
6684,75,O+,7,6,2024-03-12,Routine,0.796
6685,40,B+,1,1,2023-12-20,Routine,0.888
6686,9,O+,10,8,2024-01-21,Urgent,0.841
6687,22,A+,3,2,2024-06-11,Routine,0.785
6688,48,O+,2,1,2023-01-31,Urgent,0.745
6689,18,O+,4,4,2024-08-01,Routine,0.901
6690,53,O+,6,5,2022-06-27,Urgent,0.82
6691,52,A+,5,3,2024-01-27,Routine,0.697
6692,34,O+,8,7,2024-09-09,Urgent,0.844
6693,51,O-,5,2,2023-04-04,Routine,0.311
6694,80,O+,8,5,2023-09-07,Urgent,0.604
6695,37,O+,10,8,2022-10-04,Routine,0.831
6696,51,B+,3,3,2022-08-02,Routine,0.889
6697,78,B+,2,2,2022-12-30,Routine,0.781
6698,75,O+,1,1,2022-03-10,Routine,0.97
6699,73,B+,5,4,2023-01-11,Routine,0.816
6700,70,A+,3,3,2022-02-15,Routine,0.994
6701,45,B+,6,6,2022-07-15,Urgent,0.987
6702,25,A+,2,2,2023-12-03,Routine,0.791
6703,18,A-,2,1,2023-06-26,Routine,0.39
6704,45,B+,8,7,2023-01-23,Routine,0.834
6705,20,O+,5,5,2023-04-17,Emergency,0.97
6706,31,B+,7,4,2024-01-19,Urgent,0.61
6707,80,O+,1,1,2023-05-11,Emergency,0.695
6708,42,B+,4,3,2024-02-25,Emergency,0.775
6709,42,B+,2,1,2023-04-23,Routine,0.668
6710,51,B-,5,3,2024-10-29,Routine,0.593
6711,77,O+,4,3,2023-02-27,Urgent,0.685
6712,44,O+,6,6,2024-01-03,Urgent,0.929
6713,25,O+,1,1,2022-03-04,Routine,0.87
6714,78,A+,3,2,2023-06-23,Urgent,0.794
6715,57,A+,9,9,2022-06-02,Routine,0.991
6716,16,O+,7,5,2024-01-31,Urgent,0.688
6717,28,O+,4,3,2024-01-04,Routine,0.643
6718,66,A+,10,9,2024-10-14,Routine,0.923
6719,19,O+,5,5,2023-01-09,Routine,0.984
6720,12,B+,2,2,2024-09-13,Routine,0.899
6721,39,B+,5,5,2024-11-16,Urgent,0.934
6722,35,O-,7,3,2023-09-26,Emergency,0.399
6723,67,B+,8,6,2024-06-18,Urgent,0.772
6724,18,B+,8,6,2024-04-18,Urgent,0.752
6725,8,A+,7,6,2023-07-01,Urgent,0.835
6726,73,O+,8,5,2024-07-09,Emergency,0.625
6727,72,O+,9,6,2022-05-05,Routine,0.623
6728,59,O+,10,10,2023-06-04,Urgent,0.983
6729,52,O+,7,6,2022-06-12,Routine,0.878
6730,51,O+,3,3,2023-09-16,Routine,0.891
6731,37,B+,7,7,2022-03-24,Emergency,0.979
6732,37,O+,7,4,2023-11-27,Urgent,0.604
6733,47,O+,5,3,2023-08-08,Emergency,0.559
6734,53,A+,7,5,2024-06-17,Routine,0.687
6735,69,A+,7,5,2023-12-24,Urgent,0.758
6736,79,A+,6,4,2022-11-12,Emergency,0.586
6737,31,A+,2,2,2023-09-06,Routine,0.96
6738,51,O+,7,6,2023-07-02,Routine,0.811
6739,64,A+,2,1,2022-03-28,Routine,0.682
6740,26,B+,5,5,2023-11-26,Urgent,0.935
6741,39,A+,2,1,2022-03-10,Routine,0.739
6742,12,A+,10,7,2022-05-15,Urgent,0.679
6743,41,A+,7,5,2022-02-26,Routine,0.71
6744,13,O+,3,3,2023-12-23,Urgent,0.964
6745,26,A+,5,3,2024-12-17,Routine,0.628
6746,35,O+,1,1,2024-12-07,Routine,0.688
6747,33,B+,4,3,2024-08-24,Urgent,0.656
6748,2,B+,5,5,2022-06-25,Routine,0.987
6749,36,O+,2,2,2024-05-03,Routine,0.938
6750,79,AB+,9,6,2024-03-01,Routine,0.703
6751,6,O+,10,9,2024-01-16,Routine,0.852
6752,77,O+,4,4,2023-09-22,Urgent,0.937
6753,47,B+,1,1,2024-05-17,Urgent,0.68
6754,24,O+,6,4,2024-04-01,Routine,0.664
6755,80,B+,2,2,2024-09-15,Urgent,0.902
6756,26,A+,6,5,2022-04-13,Urgent,0.9
6757,21,O+,7,6,2022-12-24,Routine,0.791
6758,71,O+,1,1,2023-05-05,Routine,0.662
6759,13,O+,2,1,2022-11-03,Urgent,0.733
6760,17,AB+,4,4,2024-05-31,Routine,0.987
6761,22,O+,1,1,2023-11-11,Urgent,0.805
6762,1,A+,4,3,2023-08-30,Routine,0.788
6763,13,O+,8,5,2024-12-28,Routine,0.635
6764,60,A-,4,1,2022-08-08,Routine,0.33
6765,56,O+,10,9,2022-03-08,Routine,0.914
6766,4,AB+,10,9,2023-01-10,Routine,0.891
6767,69,O+,4,3,2022-01-25,Urgent,0.737
6768,23,AB+,9,8,2022-08-05,Emergency,0.888
6769,66,O+,7,6,2023-10-25,Urgent,0.843
6770,21,A+,4,3,2023-04-17,Routine,0.809
6771,16,AB+,8,8,2024-02-28,Urgent,0.979
6772,11,O+,2,2,2022-07-06,Routine,0.852
6773,27,O+,7,5,2022-03-23,Routine,0.719
6774,9,A-,6,3,2022-06-25,Urgent,0.579
6775,15,O-,5,2,2022-06-14,Routine,0.401
6776,61,AB+,2,1,2022-07-31,Emergency,0.695
6777,1,B+,5,5,2023-05-27,Emergency,0.91
6778,23,B+,5,4,2023-08-03,Routine,0.751
6779,54,A+,1,1,2024-11-23,Routine,0.914
6780,74,O+,4,4,2023-06-04,Routine,0.895
6781,53,A+,7,5,2024-08-16,Urgent,0.738
6782,17,B+,1,1,2022-11-29,Routine,0.946
6783,68,O+,9,8,2023-04-14,Routine,0.858
6784,21,A-,2,1,2022-05-25,Urgent,0.302
6785,46,A+,9,5,2024-11-16,Routine,0.605
6786,25,A+,7,4,2024-12-05,Urgent,0.637
6787,43,O+,7,6,2024-09-25,Routine,0.838
